sector,school_name,suburb,postcode,phone,public_email,contact_form_url,website_url,source_directory_url,last_verified_date,lat,lon,email_validation_status,email_validation_reason
government,Jannali East Public School,Jannali,2226,9528 8101,,,https://jannalie-p.schools.nsw.gov.au,https://www.data.nsw.gov.au/data/dataset/nsw-education-nsw-public-schools-master-dataset,2026-02-19,-33.9994,151.0639,invalid,invalid_format
government,Jannali Public School,Jannali,2226,9528 9315,,,https://jannali-p.schools.nsw.gov.au,https://www.data.nsw.gov.au/data/dataset/nsw-education-nsw-public-schools-master-dataset,2026-02-19,-33.9994,151.0639,invalid,invalid_format
catholic,Jarjum College,Redfern,2016,(02) 9936 5450,principal@rjc.nsw.edu.au,,https://rjc.nsw.edu.au,https://www.csnsw.catholic.edu.au/school-finder,2026-02-19,-33.8928,151.2041,valid,ok
government,Jasper Road Public School,Baulkham Hills,2153,9639 6801,,,https://jasperroad-p.schools.nsw.gov.au,https://www.data.nsw.gov.au/data/dataset/nsw-education-nsw-public-schools-master-dataset,2026-02-19,-33.7588,150.9929,invalid,invalid_format
government,Jennings Public School,Jennings,4383,07 4684 3273,,,https://jennings-p.schools.nsw.gov.au,https://www.data.nsw.gov.au/data/dataset/nsw-education-nsw-public-schools-master-dataset,2026-02-19,-28.9307,151.9382,invalid,invalid_format
government,Jerilderie Public School,Jerilderie,2716,03 5886 1331,,,https://jerilderie-p.schools.nsw.gov.au,https://www.data.nsw.gov.au/data/dataset/nsw-education-nsw-public-schools-master-dataset,2026-02-19,-34.5833,145.8019,invalid,invalid_format
government,Jerrabomberra High School,Jerrabomberra,2619,6217 4600,,,https://jerra-h.schools.nsw.gov.au/,https://www.data.nsw.gov.au/data/dataset/nsw-education-nsw-public-schools-master-dataset,2026-02-19,-35.3844,149.2025,invalid,invalid_format
government,Jerrabomberra Public School,Jerrabomberra,2619,6299 8860,,,https://jerra-p.schools.nsw.gov.au,https://www.data.nsw.gov.au/data/dataset/nsw-education-nsw-public-schools-master-dataset,2026-02-19,-35.3844,149.2025,invalid,invalid_format
government,Jerrys Plains Public School,Jerrys Plains,2330,6576 4018,,,https://jerrysplan-p.schools.nsw.gov.au,https://www.data.nsw.gov.au/data/dataset/nsw-education-nsw-public-schools-master-dataset,2026-02-19,-32.6377,151.093,invalid,invalid_format
government,Jesmond Public School,Jesmond,2299,4957 2605,,,https://jesmond-p.schools.nsw.gov.au,https://www.data.nsw.gov.au/data/dataset/nsw-education-nsw-public-schools-master-dataset,2026-02-19,-32.9028,151.6907,invalid,invalid_format
government,Jewells Primary School,Jewells,2280,4948 7300,,,https://jewells-p.schools.nsw.gov.au,https://www.data.nsw.gov.au/data/dataset/nsw-education-nsw-public-schools-master-dataset,2026-02-19,-33.0493,151.6569,invalid,invalid_format
government,Jiggi Public School,Jiggi,2480,6688 8221,,,https://jiggi-p.schools.nsw.gov.au,https://www.data.nsw.gov.au/data/dataset/nsw-education-nsw-public-schools-master-dataset,2026-02-19,-28.7493,153.2724,invalid,invalid_format
government,Jilliby Public School,Wyong,2259,4355 1240,,,https://jilliby-p.schools.nsw.gov.au,https://www.data.nsw.gov.au/data/dataset/nsw-education-nsw-public-schools-master-dataset,2026-02-19,-33.2323,151.4367,invalid,invalid_format
government,Jindabyne High School,Jindabyne,2627,6451 3911,,,https://jindabyne-h.schools.nsw.gov.au/,https://www.data.nsw.gov.au/data/dataset/nsw-education-nsw-public-schools-master-dataset,2026-02-19,-36.3958,148.6514,invalid,invalid_format
government,Jindabyne Public School,Jindabyne,2627,6451 3500,,,https://jindabyne-p.schools.nsw.gov.au/,https://www.data.nsw.gov.au/data/dataset/nsw-education-nsw-public-schools-master-dataset,2026-02-19,-36.3958,148.6514,invalid,invalid_format
government,Jindera Public School,Jindera,2642,6026 3280,,,https://jindera-p.schools.nsw.gov.au,https://www.data.nsw.gov.au/data/dataset/nsw-education-nsw-public-schools-master-dataset,2026-02-19,-36.2166,148.1299,invalid,invalid_format
government,John Brotchie Nursery School,Botany,2019,9316 8825,,,https://johnbrotch-p.schools.nsw.gov.au,https://www.data.nsw.gov.au/data/dataset/nsw-education-nsw-public-schools-master-dataset,2026-02-19,-33.9566,151.2096,invalid,invalid_format
independent,John Colet School,Belrose,2085,02 9451 8395,admin@johncolet.nsw.edu.au,https://www.johncolet.nsw.edu.au,https://www.johncolet.nsw.edu.au,https://www.isnsw.edu.au/about-independent-schools-nsw/independent-school-finder,2026-02-19,-33.7413,151.2056,valid,ok
government,John Edmondson High School,Horningsea Park,2171,9825 9815,,,https://jedmondson-h.schools.nsw.gov.au,https://www.data.nsw.gov.au/data/dataset/nsw-education-nsw-public-schools-master-dataset,2026-02-19,-33.8892,150.8514,invalid,invalid_format
government,John Hunter Hospital School,New Lambton Heights,2305,4985 5090,,,https://johnhunter-s.schools.nsw.gov.au,https://www.data.nsw.gov.au/data/dataset/nsw-education-nsw-public-schools-master-dataset,2026-02-19,-32.9284,151.7085,invalid,invalid_format
government,John Palmer Public School,The Ponds,2769,8882 9480,,,https://Johnpalmer-p.schools.nsw.gov.au,https://www.data.nsw.gov.au/data/dataset/nsw-education-nsw-public-schools-master-dataset,2026-02-19,-33.7023,150.9109,invalid,invalid_format
government,John Purchase Public School,Cherrybrook,2126,9875 3100,,,https://johnpurch-p.schools.nsw.gov.au,https://www.data.nsw.gov.au/data/dataset/nsw-education-nsw-public-schools-master-dataset,2026-02-19,-33.722,151.0461,invalid,invalid_format
catholic,John The Baptist Catholic Primary School,Bonnyrigg Heights,2177,(02) 9823 5042,info@jbbonnyrigg.catholic.edu.au,,https://jbbonnyrigg.syd.catholic.edu.au,https://www.csnsw.catholic.edu.au/school-finder,2026-02-19,-33.8936,150.8891,valid,ok
catholic,John Therry Catholic High School,Rosemeadow,2560,(02) 4645 8100,info@jtchsdow.catholic.edu.au,,https://www.jtccdow.catholic.edu.au,https://www.csnsw.catholic.edu.au/school-finder,2026-02-19,-34.05,150.8333,valid,ok
government,John Warby Public School,Airds,2560,4625 8140,,,https://johnwarby-p.schools.nsw.gov.au,https://www.data.nsw.gov.au/data/dataset/nsw-education-nsw-public-schools-master-dataset,2026-02-19,-34.05,150.8333,invalid,invalid_format
government,Jordan Springs Public School,Jordan Springs,2747,02 4726 6020,,,https://jordanspr-p.schools.nsw.gov.au,https://www.data.nsw.gov.au/data/dataset/nsw-education-nsw-public-schools-master-dataset,2026-02-19,-33.7478,150.7221,invalid,invalid_format
government,Jugiong Public School,Jugiong,2726,6945 4210,,,https://jugiong-p.schools.nsw.gov.au,https://www.data.nsw.gov.au/data/dataset/nsw-education-nsw-public-schools-master-dataset,2026-02-19,-34.7836,148.2998,invalid,invalid_format
government,Junee High School,Junee,2663,6924 1666,,,https://junee-h.schools.nsw.gov.au,https://www.data.nsw.gov.au/data/dataset/nsw-education-nsw-public-schools-master-dataset,2026-02-19,-34.8547,147.2252,invalid,invalid_format
government,Junee North Public School,Junee,2663,69241839,,,https://juneenorth-p.schools.nsw.gov.au,https://www.data.nsw.gov.au/data/dataset/nsw-education-nsw-public-schools-master-dataset,2026-02-19,-34.8547,147.2252,invalid,invalid_format
government,Junee Public School,Junee,2663,6924 1902,,,https://junee-p.schools.nsw.gov.au,https://www.data.nsw.gov.au/data/dataset/nsw-education-nsw-public-schools-master-dataset,2026-02-19,-34.8547,147.2252,invalid,invalid_format
catholic,Junior School (St Aloysius' College),Milsons Point,2061,(02) 9936 5577,registrar@staloysius.nsw.edu.au,,https://www.staloysius.nsw.edu.au,https://www.csnsw.catholic.edu.au/school-finder,2026-02-19,-33.8487,151.2162,valid,ok
government,Kahibah Public School,Kahibah,2290,4943 4501,,,https://kahibah-p.schools.nsw.gov.au,https://www.data.nsw.gov.au/data/dataset/nsw-education-nsw-public-schools-master-dataset,2026-02-19,-32.9937,151.722,invalid,invalid_format
government,Kalinda School,Griffith,2680,6962 3271,,,https://kalinda-s.schools.nsw.gov.au,https://www.data.nsw.gov.au/data/dataset/nsw-education-nsw-public-schools-master-dataset,2026-02-19,-34.2885,146.0509,invalid,invalid_format
independent,Kamaroi Rudolf Steiner School,Belrose,2085,,kamaroi@kamaroi.nsw.edu.au,https://www.kamaroi.nsw.edu.au/search/,https://www.kamaroi.nsw.edu.au,https://www.isnsw.edu.au/about-independent-schools-nsw/independent-school-finder,2026-02-19,-33.7413,151.2056,valid,ok
government,Kamay Botany Bay Environmental Education Centre,Kurnell,2231,9668 9889,,,https://kamaybotany-e.schools.nsw.gov.au/,https://www.data.nsw.gov.au/data/dataset/nsw-education-nsw-public-schools-master-dataset,2026-02-19,-34.0109,151.2051,invalid,invalid_format
independent,Kambala,Rose Bay,2029,+61 2 9388 6777,,https://kambala.nsw.edu.au,https://www.kambala.nsw.edu.au,https://www.isnsw.edu.au/about-independent-schools-nsw/independent-school-finder,2026-02-19,-33.8688,151.2706,invalid,invalid_format
independent,"Kambala, Fernbank Campus",Rose Bay,2029,,,https://kambala.nsw.edu.au,https://www.kambala.nsw.edu.au,https://www.isnsw.edu.au/about-independent-schools-nsw/independent-school-finder,2026-02-19,-33.8688,151.2706,invalid,invalid_format
government,Kanahooka High School,Kanahooka,2530,4261 4011,,,https://kanahooka-h.schools.nsw.gov.au,https://www.data.nsw.gov.au/data/dataset/nsw-education-nsw-public-schools-master-dataset,2026-02-19,-34.543,150.793,invalid,invalid_format
government,Kandeer School,North Albury,2640,6025 2832,,,https://kandeer-s.schools.nsw.gov.au,https://www.data.nsw.gov.au/data/dataset/nsw-education-nsw-public-schools-master-dataset,2026-02-19,-36.0865,146.9091,invalid,invalid_format
government,Kandos High School,Kandos,2848,6379 4103,,,https://kandos-h.schools.nsw.gov.au,https://www.data.nsw.gov.au/data/dataset/nsw-education-nsw-public-schools-master-dataset,2026-02-19,-32.8839,149.9701,invalid,invalid_format
government,Kandos Public School,Kandos,2848,6379 4201,,,https://kandos-p.schools.nsw.gov.au,https://www.data.nsw.gov.au/data/dataset/nsw-education-nsw-public-schools-master-dataset,2026-02-19,-32.8839,149.9701,invalid,invalid_format
government,Kangaloon Public School,Kangaloon,2576,4888 2215,,,https://kangaloon-p.schools.nsw.gov.au,https://www.data.nsw.gov.au/data/dataset/nsw-education-nsw-public-schools-master-dataset,2026-02-19,-34.5263,150.4846,invalid,invalid_format
government,Kangaroo Valley Public School,Kangaroo Valley,2577,4465 1182,,,https://kangaroova-p.schools.nsw.gov.au,https://www.data.nsw.gov.au/data/dataset/nsw-education-nsw-public-schools-master-dataset,2026-02-19,-34.6504,150.6487,invalid,invalid_format
government,Kanwal Public School,Kanwal,2259,4392 3477,,,https://kanwal-p.schools.nsw.gov.au,https://www.data.nsw.gov.au/data/dataset/nsw-education-nsw-public-schools-master-dataset,2026-02-19,-33.2323,151.4367,invalid,invalid_format
government,Kapooka Public School,Kapooka,2661,02 6931 2703,,,https://kapooka-p.schools.nsw.gov.au,https://www.data.nsw.gov.au/data/dataset/nsw-education-nsw-public-schools-master-dataset,2026-02-19,-35.1569,147.2844,invalid,invalid_format
government,Karabar High School,Queanbeyan,2620,6298 4333,,,https://karabar-h.schools.nsw.gov.au,https://www.data.nsw.gov.au/data/dataset/nsw-education-nsw-public-schools-master-dataset,2026-02-19,-35.4387,149.2131,invalid,invalid_format
government,Karangi Public School,Karangi,2450,6653 8284,,,https://karangi-p.schools.nsw.gov.au,https://www.data.nsw.gov.au/data/dataset/nsw-education-nsw-public-schools-master-dataset,2026-02-19,-30.1574,153.0958,invalid,invalid_format
government,Kareela Public School,Kareela,2232,9528 5444,,,https://kareela-p.schools.nsw.gov.au,https://www.data.nsw.gov.au/data/dataset/nsw-education-nsw-public-schools-master-dataset,2026-02-19,-34.0244,151.0386,invalid,invalid_format
government,Kariong Mountains High School,Kariong,2250,4340 0246,,,https://kariongmtn-h.schools.nsw.gov.au,https://www.data.nsw.gov.au/data/dataset/nsw-education-nsw-public-schools-master-dataset,2026-02-19,-33.205,151.1759,invalid,invalid_format
government,Kariong Public School,Kariong,2250,4340 1885,,,https://kariong-p.schools.nsw.gov.au,https://www.data.nsw.gov.au/data/dataset/nsw-education-nsw-public-schools-master-dataset,2026-02-19,-33.205,151.1759,invalid,invalid_format
government,Karningul School,Regents Park,2143,9738 8511,,,https://karningul-s.schools.nsw.gov.au,https://www.data.nsw.gov.au/data/dataset/nsw-education-nsw-public-schools-master-dataset,2026-02-19,-33.8931,151.0337,invalid,invalid_format
government,Karonga School,Epping,2121,9868 1922,,,https://karonga-s.schools.nsw.gov.au,https://www.data.nsw.gov.au/data/dataset/nsw-education-nsw-public-schools-master-dataset,2026-02-19,-33.7594,151.0925,invalid,invalid_format
government,Karuah Public School,Karuah,2324,4997 5341,,,https://karuah-p.schools.nsw.gov.au,https://www.data.nsw.gov.au/data/dataset/nsw-education-nsw-public-schools-master-dataset,2026-02-19,-32.6478,151.7616,invalid,invalid_format
independent,Karuna Montessori School,Narraweena,2099,+61 2 9971 0654,,https://www.karuna.com.au/contact-us,https://www.karuna.com.au,https://www.isnsw.edu.au/about-independent-schools-nsw/independent-school-finder,2026-02-19,-33.7505,151.2827,invalid,invalid_format
government,Katoomba High School,Katoomba,2780,4782 2622,,,https://katoomba-h.schools.nsw.gov.au,https://www.data.nsw.gov.au/data/dataset/nsw-education-nsw-public-schools-master-dataset,2026-02-19,-33.7037,150.3065,invalid,invalid_format
government,Katoomba North Public School,Katoomba,2780,4782 2743,,,https://katoomban-p.schools.nsw.gov.au,https://www.data.nsw.gov.au/data/dataset/nsw-education-nsw-public-schools-master-dataset,2026-02-19,-33.7037,150.3065,invalid,invalid_format
government,Katoomba Public School,Katoomba,2780,4782 1226,,,https://katoomba-p.schools.nsw.gov.au,https://www.data.nsw.gov.au/data/dataset/nsw-education-nsw-public-schools-master-dataset,2026-02-19,-33.7037,150.3065,invalid,invalid_format
government,Kearns Public School,Kearns,2558,9820 7039,,,https://kearns-p.schools.nsw.gov.au,https://www.data.nsw.gov.au/data/dataset/nsw-education-nsw-public-schools-master-dataset,2026-02-19,-34.0219,150.8008,invalid,invalid_format
government,Kearsley Public School,Kearsley,2325,4990 1705,,,https://kearsley-p.schools.nsw.gov.au,https://www.data.nsw.gov.au/data/dataset/nsw-education-nsw-public-schools-master-dataset,2026-02-19,-32.8887,151.2832,invalid,invalid_format
government,Kegworth Public School,Leichhardt,2040,9569 7320,,,https://kegworth-p.schools.nsw.gov.au,https://www.data.nsw.gov.au/data/dataset/nsw-education-nsw-public-schools-master-dataset,2026-02-19,-33.875,151.1653,invalid,invalid_format
government,Keira High School,Fairy Meadow,2519,4229 4644,,,https://keira-h.schools.nsw.gov.au,https://www.data.nsw.gov.au/data/dataset/nsw-education-nsw-public-schools-master-dataset,2026-02-19,-34.3887,150.8938,invalid,invalid_format
government,Keiraville Public School,Keiraville,2500,4229 4117,,,https://keiraville-p.schools.nsw.gov.au,https://www.data.nsw.gov.au/data/dataset/nsw-education-nsw-public-schools-master-dataset,2026-02-19,-34.4248,150.8642,invalid,invalid_format
government,Kellys Plains Public School,Armidale,2350,026775 1253,,,https://kellysplan-p.schools.nsw.gov.au,https://www.data.nsw.gov.au/data/dataset/nsw-education-nsw-public-schools-master-dataset,2026-02-19,-30.6152,151.7679,invalid,invalid_format
government,Kellyville High School,Kellyville,2155,8824 5955,,,https://kellyville-h.schools.nsw.gov.au,https://www.data.nsw.gov.au/data/dataset/nsw-education-nsw-public-schools-master-dataset,2026-02-19,-33.6999,150.9411,invalid,invalid_format
government,Kellyville Public School,Kellyville,2155,9629 1279,,,https://kellyville-p.schools.nsw.gov.au,https://www.data.nsw.gov.au/data/dataset/nsw-education-nsw-public-schools-master-dataset,2026-02-19,-33.6999,150.9411,invalid,invalid_format
government,Kellyville Ridge Public School,Kellyville Ridge,2155,8883 0480,,,https://kellyridge-p.schools.nsw.gov.au,https://www.data.nsw.gov.au/data/dataset/nsw-education-nsw-public-schools-master-dataset,2026-02-19,-33.6999,150.9411,invalid,invalid_format
government,Kelso Public School,Kelso,2795,6331 1577,,,https://kelso-p.schools.nsw.gov.au,https://www.data.nsw.gov.au/data/dataset/nsw-education-nsw-public-schools-master-dataset,2026-02-19,-33.4229,149.5328,invalid,invalid_format
government,Kemblawarra Public School,Port Kembla,2505,4274 2024,,,https://kemblawarr-p.schools.nsw.gov.au,https://www.data.nsw.gov.au/data/dataset/nsw-education-nsw-public-schools-master-dataset,2026-02-19,-34.4944,150.89,invalid,invalid_format
government,Kemps Creek Public School,Kemps Creek,2178,9826 1143,,,https://kempscreek-p.schools.nsw.gov.au,https://www.data.nsw.gov.au/data/dataset/nsw-education-nsw-public-schools-master-dataset,2026-02-19,-33.8604,150.8101,invalid,invalid_format
independent,Kempsey Adventist School,Kempsey,2440,+61 2 6562 7023,,,https://www.kas.nsw.edu.au,https://www.isnsw.edu.au/about-independent-schools-nsw/independent-school-finder,2026-02-19,-31.1332,152.7514,invalid,invalid_format
government,Kempsey East Public School,Kempsey,2440,6562 4927,,,https://kempseyest-p.schools.nsw.gov.au,https://www.data.nsw.gov.au/data/dataset/nsw-education-nsw-public-schools-master-dataset,2026-02-19,-31.1332,152.7514,invalid,invalid_format
government,Kempsey High School,Kempsey,2440,6562 6166,,,https://kempsey-h.schools.nsw.gov.au,https://www.data.nsw.gov.au/data/dataset/nsw-education-nsw-public-schools-master-dataset,2026-02-19,-31.1332,152.7514,invalid,invalid_format
government,Kempsey South Public School,Kempsey,2440,6562 7033,,,https://kempseysth-p.schools.nsw.gov.au,https://www.data.nsw.gov.au/data/dataset/nsw-education-nsw-public-schools-master-dataset,2026-02-19,-31.1332,152.7514,invalid,invalid_format
government,Kempsey West Public School,West Kempsey,2440,6562 7044,,,https://kempseywst-p.schools.nsw.gov.au,https://www.data.nsw.gov.au/data/dataset/nsw-education-nsw-public-schools-master-dataset,2026-02-19,-31.1332,152.7514,invalid,invalid_format
government,Kendall Public School,Kendall,2439,6559 0040,,,https://kendall-p.schools.nsw.gov.au,https://www.data.nsw.gov.au/data/dataset/nsw-education-nsw-public-schools-master-dataset,2026-02-19,-31.633,152.7039,invalid,invalid_format
government,Kensington Public School,Kensington,2033,9663 3955,,,https://kensington-p.schools.nsw.gov.au,https://www.data.nsw.gov.au/data/dataset/nsw-education-nsw-public-schools-master-dataset,2026-02-19,-33.9202,151.2224,invalid,invalid_format
government,Kent Road Public School,Marsfield,2122,9878 2884,,,https://kentroad-p.schools.nsw.gov.au,https://www.data.nsw.gov.au/data/dataset/nsw-education-nsw-public-schools-master-dataset,2026-02-19,-33.7918,151.0806,invalid,invalid_format
government,Kenthurst Public School,Kenthurst,2156,9654 1173,,,https://kenthurst-p.schools.nsw.gov.au,https://www.data.nsw.gov.au/data/dataset/nsw-education-nsw-public-schools-master-dataset,2026-02-19,-33.7,151.0,invalid,invalid_format
government,Kentlyn Public School,Campbelltown,2560,4628 2455,,,https://kentlyn-p.schools.nsw.gov.au,https://www.data.nsw.gov.au/data/dataset/nsw-education-nsw-public-schools-master-dataset,2026-02-19,-34.05,150.8333,invalid,invalid_format
government,Kentucky Public School,Kentucky,2354,6778 7227,,,https://kentucky-p.schools.nsw.gov.au,https://www.data.nsw.gov.au/data/dataset/nsw-education-nsw-public-schools-master-dataset,2026-02-19,-30.7614,151.4489,invalid,invalid_format
independent,Kesser Torah College,Dover Heights,2030,+61 2 9301 1111,,,https://www.kessertorah.nsw.edu.au,https://www.isnsw.edu.au/about-independent-schools-nsw/independent-school-finder,2026-02-19,-33.8708,151.2792,invalid,invalid_format
independent,Key College (Youth Off The Streets),Redfern,2016,+61 438 027 170,,,https://www.youthoffthestreets.com.au,https://www.isnsw.edu.au/about-independent-schools-nsw/independent-school-finder,2026-02-19,-33.8928,151.2041,invalid,invalid_format
independent,Key College - Merrylands Campus,Merrylands,2160,+61 438 027 170,,,https://www.youthoffthestreets.com.au,https://www.isnsw.edu.au/about-independent-schools-nsw/independent-school-finder,2026-02-19,-33.8327,150.9691,invalid,invalid_format
government,Khancoban Public School,Khancoban,2642,6076 9445,,,https://khancoban-p.schools.nsw.gov.au,https://www.data.nsw.gov.au/data/dataset/nsw-education-nsw-public-schools-master-dataset,2026-02-19,-36.2166,148.1299,invalid,invalid_format
government,Kiama High School,Kiama,2533,4232 1911,,,https://kiama-h.schools.nsw.gov.au,https://www.data.nsw.gov.au/data/dataset/nsw-education-nsw-public-schools-master-dataset,2026-02-19,-34.6701,150.8231,invalid,invalid_format
government,Kiama Public School,Kiama,2533,4232 1471,,,https://kiama-p.schools.nsw.gov.au,https://www.data.nsw.gov.au/data/dataset/nsw-education-nsw-public-schools-master-dataset,2026-02-19,-34.6701,150.8231,invalid,invalid_format
catholic,Kildare Catholic College,Wagga Wagga,2650,(02) 6932 6100,,,https://www.kildarecatholiccollege.com,https://www.csnsw.catholic.edu.au/school-finder,2026-02-19,-35.4445,147.608,invalid,invalid_format
government,Killara High School,Killara,2071,9498 3299,,,https://killara-h.schools.nsw.gov.au,https://www.data.nsw.gov.au/data/dataset/nsw-education-nsw-public-schools-master-dataset,2026-02-19,-33.766,151.1621,invalid,invalid_format
government,Killara Public School,Killara,2071,9498 2397,,,https://killara-p.schools.nsw.gov.au,https://www.data.nsw.gov.au/data/dataset/nsw-education-nsw-public-schools-master-dataset,2026-02-19,-33.766,151.1621,invalid,invalid_format
government,Killarney Heights High School,Killarney Heights,2087,9451 7005,,,https://killarney-h.schools.nsw.gov.au,https://www.data.nsw.gov.au/data/dataset/nsw-education-nsw-public-schools-master-dataset,2026-02-19,-33.7745,151.2203,invalid,invalid_format
government,Killarney Heights Public School,Killarney Heights,2087,9451 9547,,,https://killarneyh-p.schools.nsw.gov.au,https://www.data.nsw.gov.au/data/dataset/nsw-education-nsw-public-schools-master-dataset,2026-02-19,-33.7745,151.2203,invalid,invalid_format
government,Killarney Vale Public School,Killarney Vale,2261,4388 1066,,,https://killarneyv-p.schools.nsw.gov.au,https://www.data.nsw.gov.au/data/dataset/nsw-education-nsw-public-schools-master-dataset,2026-02-19,-33.35,151.4333,invalid,invalid_format
government,Kinchela Public School,Kinchela,2440,6567 4828,,,https://kinchela-p.schools.nsw.gov.au,https://www.data.nsw.gov.au/data/dataset/nsw-education-nsw-public-schools-master-dataset,2026-02-19,-31.1332,152.7514,invalid,invalid_format
independent,Kincoppal - Rose Bay School,Rose Bay,2029,+61 2 9388 6000,,https://www.krb.nsw.edu.au/,https://www.krb.nsw.edu.au,https://www.isnsw.edu.au/about-independent-schools-nsw/independent-school-finder,2026-02-19,-33.8688,151.2706,invalid,invalid_format
catholic,Kincoppal-Rose Bay School of the Sacred Heart,Rose Bay,2029,(02) 9388 6000,reception@krb.nsw.edu.au,,https://www.krb.nsw.edu.au,https://www.csnsw.catholic.edu.au/school-finder,2026-02-19,-33.8688,151.2706,valid,ok
government,Kincumber High School,Kincumber,2251,4369 1555,,,https://kincumber-h.schools.nsw.gov.au,https://www.data.nsw.gov.au/data/dataset/nsw-education-nsw-public-schools-master-dataset,2026-02-19,-33.4976,151.3808,invalid,invalid_format
government,Kincumber Public School,Kincumber,2251,4369 1544,,,https://kincumber-p.schools.nsw.gov.au,https://www.data.nsw.gov.au/data/dataset/nsw-education-nsw-public-schools-master-dataset,2026-02-19,-33.4976,151.3808,invalid,invalid_format
independent,Kindlehill School,Wentworth Falls,2782,02 4757 4402,community@kindlehill.nsw.edu.au,https://kindlehill.nsw.edu.au/,https://kindlehill.nsw.edu.au,https://www.isnsw.edu.au/about-independent-schools-nsw/independent-school-finder,2026-02-19,-33.7103,150.3753,valid,ok
government,King Park Public School,St Johns Park,2176,9604 7691,,,https://kingpark-p.schools.nsw.gov.au,https://www.data.nsw.gov.au/data/dataset/nsw-education-nsw-public-schools-master-dataset,2026-02-19,-33.8701,150.8612,invalid,invalid_format
government,King Street Public School,Singleton,2330,6572 2281,,,https://kingstreet-p.schools.nsw.gov.au,https://www.data.nsw.gov.au/data/dataset/nsw-education-nsw-public-schools-master-dataset,2026-02-19,-32.6377,151.093,invalid,invalid_format
independent,Kingdom Culture Christian School,Arncliffe,2205,+61 2 9567 8133,,,https://www.kccs.nsw.edu.au/,https://www.isnsw.edu.au/about-independent-schools-nsw/independent-school-finder,2026-02-19,-33.9313,151.1522,invalid,invalid_format
government,Kings Langley Public School,Kings Langley,2147,9674 4460,,,https://kingslangl-p.schools.nsw.gov.au,https://www.data.nsw.gov.au/data/dataset/nsw-education-nsw-public-schools-master-dataset,2026-02-19,-33.7833,150.9333,invalid,invalid_format
government,Kingscliff High School,Kingscliff,2487,6674 9777,,,https://kingscliff-h.schools.nsw.gov.au,https://www.data.nsw.gov.au/data/dataset/nsw-education-nsw-public-schools-master-dataset,2026-02-19,-28.2667,153.55,invalid,invalid_format
government,Kingscliff Public School,Kingscliff,2487,6674 1467,,,https://kingscliff-p.schools.nsw.gov.au,https://www.data.nsw.gov.au/data/dataset/nsw-education-nsw-public-schools-master-dataset,2026-02-19,-28.2667,153.55,invalid,invalid_format
government,Kingsgrove High School,Kingsgrove,2208,9150 4416,,,https://kingsgrove-h.schools.nsw.gov.au,https://www.data.nsw.gov.au/data/dataset/nsw-education-nsw-public-schools-master-dataset,2026-02-19,-33.9393,151.0993,invalid,invalid_format
government,Kingsgrove North High School,Kingsgrove,2208,9502 3933,,,https://kingsgrovn-h.schools.nsw.gov.au,https://www.data.nsw.gov.au/data/dataset/nsw-education-nsw-public-schools-master-dataset,2026-02-19,-33.9393,151.0993,invalid,invalid_format
government,Kingsgrove Public School,Kingsgrove,2208,9150 9097,,,https://kingsgrove-p.schools.nsw.gov.au,https://www.data.nsw.gov.au/data/dataset/nsw-education-nsw-public-schools-master-dataset,2026-02-19,-33.9393,151.0993,invalid,invalid_format
government,Kingstown Public School,Kingstown,2358,6778 9131,,,https://kingstown-p.schools.nsw.gov.au,https://www.data.nsw.gov.au/data/dataset/nsw-education-nsw-public-schools-master-dataset,2026-02-19,-30.6167,151.5,invalid,invalid_format
government,Kingswood High School,Kingswood,2747,4736 1202,,,https://kingswood-h.schools.nsw.gov.au,https://www.data.nsw.gov.au/data/dataset/nsw-education-nsw-public-schools-master-dataset,2026-02-19,-33.7478,150.7221,invalid,invalid_format
government,Kingswood Public School,Kingswood,2747,4736 4028,,,https://kingswood-p.schools.nsw.gov.au,https://www.data.nsw.gov.au/data/dataset/nsw-education-nsw-public-schools-master-dataset,2026-02-19,-33.7478,150.7221,invalid,invalid_format
government,Kingswood South Public School,Kingswood,2747,4736 2408,,,https://kingswoods-p.schools.nsw.gov.au,https://www.data.nsw.gov.au/data/dataset/nsw-education-nsw-public-schools-master-dataset,2026-02-19,-33.7478,150.7221,invalid,invalid_format
independent,Kinma School,Terrey Hills,2084,+61 2 9450 0738,enquiries@kinma.nsw.edu.au,https://www.kinma.nsw.edu.au,https://www.kinma.nsw.edu.au,https://www.isnsw.edu.au/about-independent-schools-nsw/independent-school-finder,2026-02-19,-33.6583,151.2107,valid,ok
independent,Kinross Wolaroi School,Orange,2800,+61 2 6392 0300,reception@kws.nsw.edu.au,https://www.kws.nsw.edu.au/search,https://www.kws.nsw.edu.au,https://www.isnsw.edu.au/about-independent-schools-nsw/independent-school-finder,2026-02-19,-33.2547,149.156,valid,ok
independent,Kinross Wolaroi School - PLC Site,Orange,2800,+61 2 6392 0300,reception@kws.nsw.edu.au,https://www.kws.nsw.edu.au/school-life/boarding,https://www.kws.nsw.edu.au/school-life/boarding,https://www.isnsw.edu.au/about-independent-schools-nsw/independent-school-finder,2026-02-19,-33.2547,149.156,valid,ok
government,Kirkton Public School,Belford,2335,6574 7152,,,https://kirkton-p.schools.nsw.gov.au,https://www.data.nsw.gov.au/data/dataset/nsw-education-nsw-public-schools-master-dataset,2026-02-19,-32.6667,151.2833,invalid,invalid_format
