sector,school_name,suburb,postcode,phone,public_email,contact_form_url,website_url,source_directory_url,last_verified_date,lat,lon,website_checked,email_validation_status,email_validation_reason
government,Baler Primary School,South Hedland,6722,,,https://balerps.wa.edu.au/contact-us/,http://www.balerps.wa.edu.au,https://acaraweb.azurewebsites.net/contact-us/acara-data-access,2026-02-20,-20.40486,118.61294,true,invalid,invalid_format
government,Parkwood Primary School,Parkwood,6147,,,http://www.det.wa.edu.au/schoolsonline/home.do,http://www.det.wa.edu.au/schoolsonline/overview.do?schoolID=5581,https://acaraweb.azurewebsites.net/contact-us/acara-data-access,2026-02-20,-32.04239163,115.9156502,true,invalid,invalid_format
government,One Arm Point Remote Community School,Dampier Peninsula,6725,,,http://www.det.wa.edu.au/schoolsonline/home.do,http://www.det.wa.edu.au/schoolsonline/overview.do?schoolID=5583,https://acaraweb.azurewebsites.net/contact-us/acara-data-access,2026-02-20,-16.44493429,123.0599241,true,invalid,invalid_format
government,Brookman Primary School,Langford,6147,,,https://brookmanps.wa.edu.au/contact-us/,http://brookmanps.wa.edu.au/,https://acaraweb.azurewebsites.net/contact-us/acara-data-access,2026-02-20,-32.0367,115.939,true,invalid,invalid_format
government,Dudley Park Primary School,Mandurah,6210,,,http://www.det.wa.edu.au/schoolsonline/home.do,http://www.det.wa.edu.au/schoolsonline/overview.do?schoolID=5587,https://acaraweb.azurewebsites.net/contact-us/acara-data-access,2026-02-20,-32.54073271,115.7348256,true,invalid,invalid_format
government,Phoenix Primary School,Hamilton Hill,6163,,,,http://www.education.wa.edu.au/schoolsonline/overview.do?schoolID=5589,https://acaraweb.azurewebsites.net/contact-us/acara-data-access,2026-02-20,-32.09314,115.77922,true,invalid,invalid_format
government,South Thornlie Primary School,Thornlie,6108,,,http://www.souththornlieps.wa.edu.au/contact-us,http://www.souththornlieps.wa.edu.au,https://acaraweb.azurewebsites.net/contact-us/acara-data-access,2026-02-20,-32.06621213,115.9578221,true,invalid,invalid_format
government,Burrendah Primary School,Willetton,6155,,school@burrendahps.wa.edu.au,http://www.det.wa.edu.au/schoolsonline/home.do,http://www.det.wa.edu.au/schoolsonline/overview.do?schoolID=5591,https://acaraweb.azurewebsites.net/contact-us/acara-data-access,2026-02-20,-32.059934,115.881757,true,valid,ok
government,Waddington Primary School,Koondoola,6064,,,http://waddingtonps.wa.edu.au/contact-us/,http://waddingtonps.wa.edu.au/,https://acaraweb.azurewebsites.net/contact-us/acara-data-access,2026-02-20,-31.8437789,115.8675915,true,invalid,invalid_format
government,South Newman Primary School,Newman,6753,,,http://www.det.wa.edu.au/schoolsonline/home.do,http://www.det.wa.edu.au/schoolsonline/overview.do?schoolID=5593,https://acaraweb.azurewebsites.net/contact-us/acara-data-access,2026-02-20,-23.3631,119.733,true,invalid,invalid_format
government,Yandeyarra Remote Community School,Yandeyarra Community,6722,,teachinwa@education.wa.edu.au,http://www.det.wa.edu.au/schoolsonline/home.do,http://www.det.wa.edu.au/schoolsonline/overview.do?schoolID=5595,https://acaraweb.azurewebsites.net/contact-us/acara-data-access,2026-02-20,-21.284,118.4019,true,valid,ok
government,Kardinya Primary School,Kardinya,6163,,,http://www.det.wa.edu.au/schoolsonline/home.do,http://www.det.wa.edu.au/schoolsonline/overview.do?schoolID=5596,https://acaraweb.azurewebsites.net/contact-us/acara-data-access,2026-02-20,-32.06187026,115.8232615,true,invalid,invalid_format
government,Huntingdale Primary School,Huntingdale,6110,,teachinwa@education.wa.edu.au,http://www.det.wa.edu.au/schoolsonline/home.do,http://www.det.wa.edu.au/schoolsonline/overview.do?schoolID=5598,https://acaraweb.azurewebsites.net/contact-us/acara-data-access,2026-02-20,-32.07702349,115.9723628,true,valid,ok
government,West Balcatta Primary School,Balcatta,6021,,,http://www.det.wa.edu.au/schoolsonline/home.do,http://www.det.wa.edu.au/schoolsonline/overview.do?schoolID=5599,https://acaraweb.azurewebsites.net/contact-us/acara-data-access,2026-02-20,-31.87285873,115.8094959,true,invalid,invalid_format
government,West Greenwood Primary School,Greenwood,6024,,,http://www.det.wa.edu.au/schoolsonline/home.do,http://www.det.wa.edu.au/schoolsonline/overview.do?schoolID=5600,https://acaraweb.azurewebsites.net/contact-us/acara-data-access,2026-02-20,-31.8250377,115.790415,true,invalid,invalid_format
government,Maidens Park Primary School,Bunbury,6230,,,http://www.det.wa.edu.au/schoolsonline/home.do,http://www.det.wa.edu.au/schoolsonline/overview.do?schoolID=5601,https://acaraweb.azurewebsites.net/contact-us/acara-data-access,2026-02-20,-33.36963239,115.6273402,true,invalid,invalid_format
government,Woodlupine Primary School,Forrestfield,6058,,,http://www.det.wa.edu.au/schoolsonline/home.do,http://www.det.wa.edu.au/schoolsonline/overview.do?schoolID=5602,https://acaraweb.azurewebsites.net/contact-us/acara-data-access,2026-02-20,-31.98461215,116.0039824,true,invalid,invalid_format
government,Leinster Community School,Leinster,6437,,,https://leinstercs.wa.edu.au/,https://leinstercs.wa.edu.au/,https://acaraweb.azurewebsites.net/contact-us/acara-data-access,2026-02-20,-27.91578172,120.6955758,true,invalid,invalid_format
government,Carine Primary School,Carine,6020,,,http://www.det.wa.edu.au/schoolsonline/home.do,http://www.det.wa.edu.au/schoolsonline/overview.do?schoolID=5605,https://acaraweb.azurewebsites.net/contact-us/acara-data-access,2026-02-20,-31.85064164,115.7727056,true,invalid,invalid_format
government,Cooloongup Primary School,Cooloongup,6168,,school@cooloongupps.wa.edu.au,http://www.det.wa.edu.au/schoolsonline/home.do,http://www.det.wa.edu.au/schoolsonline/overview.do?schoolID=5606,https://acaraweb.azurewebsites.net/contact-us/acara-data-access,2026-02-20,-32.29814305,115.7546469,true,valid,ok
government,Flinders Park Primary School,Albany,6330,,,javascript:void(0),https://www.flindersparkps.wa.edu.au/,https://acaraweb.azurewebsites.net/contact-us/acara-data-access,2026-02-20,-34.97851073,117.9293076,true,invalid,invalid_format
government,Mount Tarcoola Primary School,Geraldton,6530,,,https://mttarcoola.wa.edu.au/contact/,https://mttarcoola.wa.edu.au/,https://acaraweb.azurewebsites.net/contact-us/acara-data-access,2026-02-20,-28.80111111,114.6288889,true,invalid,invalid_format
government,Bambara Primary School,Padbury,6025,,,https://www.bambaraps.wa.edu.au/,http://www.bambaraps.wa.edu.au,https://acaraweb.azurewebsites.net/contact-us/acara-data-access,2026-02-20,-31.79766856,115.761202,true,invalid,invalid_format
government,Pegs Creek Primary School,Karratha,6714,,,http://www.det.wa.edu.au/schoolsonline/home.do,http://www.det.wa.edu.au/schoolsonline/overview.do?schoolID=5610,https://acaraweb.azurewebsites.net/contact-us/acara-data-access,2026-02-20,-20.73809081,116.831579,true,invalid,invalid_format
government,North Tom Price Primary School,Tom Price,6751,,teachinwa@education.wa.edu.au,http://www.det.wa.edu.au/schoolsonline/home.do,http://www.det.wa.edu.au/schoolsonline/overview.do?schoolID=5612,https://acaraweb.azurewebsites.net/contact-us/acara-data-access,2026-02-20,-22.68183,117.7817,true,valid,ok
government,Forrestdale Primary School,Forrestdale,6112,,teachinwa@education.wa.edu.au,http://www.det.wa.edu.au/schoolsonline/home.do,http://www.det.wa.edu.au/schoolsonline/overview.do?schoolID=5613,https://acaraweb.azurewebsites.net/contact-us/acara-data-access,2026-02-20,-32.15319,115.9487,true,valid,ok
government,Mullaloo Heights Primary School,Mullaloo,6027,,,http://www.mullalooheightsps.wa.edu.au/site-search,http://www.mullalooheightsps.wa.edu.au/,https://acaraweb.azurewebsites.net/contact-us/acara-data-access,2026-02-20,-31.77754249,115.7485802,true,invalid,invalid_format
government,Gwynne Park Education Support Centre,Armadale,6112,,,http://www.det.wa.edu.au/schoolsonline/home.do,http://www.det.wa.edu.au/schoolsonline/overview.do?schoolID=6075,https://acaraweb.azurewebsites.net/contact-us/acara-data-access,2026-02-20,-32.16173284,115.9997372,true,invalid,invalid_format
government,Bannister Creek Primary School,Lynwood,6147,,teachinwa@education.wa.edu.au,http://www.det.wa.edu.au/schoolsonline/home.do,http://www.det.wa.edu.au/schoolsonline/overview.do?schoolID=5817,https://acaraweb.azurewebsites.net/contact-us/acara-data-access,2026-02-20,-32.040967,115.928376,true,valid,ok
government,Oberthur Primary School,Bull Creek,6149,,,http://www.det.wa.edu.au/schoolsonline/home.do,http://www.det.wa.edu.au/schoolsonline/overview.do?schoolID=5621,https://acaraweb.azurewebsites.net/contact-us/acara-data-access,2026-02-20,-32.05935,115.86909,true,invalid,invalid_format
government,Falls Road Primary School,Lesmurdie,6076,,,http://www.det.wa.edu.au/schoolsonline/home.do,http://www.det.wa.edu.au/schoolsonline/overview.do?schoolID=5622,https://acaraweb.azurewebsites.net/contact-us/acara-data-access,2026-02-20,-31.99072284,116.0439824,true,invalid,invalid_format
government,Grovelands Primary School,Camillo,6111,,,http://www.det.wa.edu.au/schoolsonline/home.do,http://www.det.wa.edu.au/schoolsonline/overview.do?schoolID=5623,https://acaraweb.azurewebsites.net/contact-us/acara-data-access,2026-02-20,-32.11941213,115.9988279,true,invalid,invalid_format
government,Bramfield Park Primary School,Maddington,6109,,,http://bramfieldparkps.wa.edu.au/contact-us/,http://bramfieldparkps.wa.edu.au/,https://acaraweb.azurewebsites.net/contact-us/acara-data-access,2026-02-20,-32.04684125,115.99584562,true,invalid,invalid_format
government,Waggrakine Primary School,Waggrakine,6530,,,https://waggrakineps.wa.edu.au/,https://waggrakineps.wa.edu.au/,https://acaraweb.azurewebsites.net/contact-us/acara-data-access,2026-02-20,-28.71886272,114.63753861,true,invalid,invalid_format
government,East Beechboro Primary School,Beechboro,6063,,,http://www.det.wa.edu.au/schoolsonline/home.do,http://www.det.wa.edu.au/schoolsonline/overview.do?schoolID=5626,https://acaraweb.azurewebsites.net/contact-us/acara-data-access,2026-02-20,-31.87283,115.95143,true,invalid,invalid_format
government,East Hamersley Primary School,Hamersley,6022,,teachinwa@education.wa.edu.au,http://www.det.wa.edu.au/schoolsonline/home.do,http://www.det.wa.edu.au/schoolsonline/overview.do?schoolID=5627,https://acaraweb.azurewebsites.net/contact-us/acara-data-access,2026-02-20,-31.84804888,115.8180371,true,valid,ok
government,Australind Primary School,Australind,6233,,,http://australindps.wa.edu.au/,http://australindps.wa.edu.au/,https://acaraweb.azurewebsites.net/contact-us/acara-data-access,2026-02-20,-33.27858201,115.726785,true,invalid,invalid_format
government,Glengarry Primary School,Duncraig,6023,,,http://www.det.wa.edu.au/schoolsonline/home.do,http://www.det.wa.edu.au/schoolsonline/overview.do?schoolID=5630,https://acaraweb.azurewebsites.net/contact-us/acara-data-access,2026-02-20,-31.82683529,115.7823136,true,invalid,invalid_format
government,Heathridge Primary School,Heathridge,6027,,,http://www.det.wa.edu.au/schoolsonline/home.do,http://www.det.wa.edu.au/schoolsonline/overview.do?schoolID=5632,https://acaraweb.azurewebsites.net/contact-us/acara-data-access,2026-02-20,-31.76097808,115.7604281,true,invalid,invalid_format
government,East Kenwick Primary School,Kenwick,6107,,,http://www.det.wa.edu.au/schoolsonline/home.do,http://www.det.wa.edu.au/schoolsonline/overview.do?schoolID=5634,https://acaraweb.azurewebsites.net/contact-us/acara-data-access,2026-02-20,-32.031703,115.979548,true,invalid,invalid_format
government,Noranda Primary School,Noranda,6062,,,https://www.norandaps.wa.edu.au/,https://www.norandaps.wa.edu.au,https://acaraweb.azurewebsites.net/contact-us/acara-data-access,2026-02-20,-31.87671323,115.908263,true,invalid,invalid_format
government,Poynter Primary School,Duncraig,6023,,,https://poynterps.wa.edu.au/contact/,http://www.poynterps.wa.edu.au,https://acaraweb.azurewebsites.net/contact-us/acara-data-access,2026-02-20,-31.84211401,115.775208,true,invalid,invalid_format
government,Quinns Rocks Primary School,Quinns Rocks,6030,,,http://www.det.wa.edu.au/schoolsonline/home.do,http://www.det.wa.edu.au/schoolsonline/overview.do?schoolID=5637,https://acaraweb.azurewebsites.net/contact-us/acara-data-access,2026-02-20,-31.67341,115.70254,true,invalid,invalid_format
government,Braeside Primary School,Katanning,6317,,,http://www.det.wa.edu.au/schoolsonline/home.do,http://www.det.wa.edu.au/schoolsonline/overview.do?schoolID=5638,https://acaraweb.azurewebsites.net/contact-us/acara-data-access,2026-02-20,-33.67946787,117.5609279,true,invalid,invalid_format
government,Goollelal Primary School,Kingsley,6026,,,http://www.det.wa.edu.au/schoolsonline/home.do,http://www.det.wa.edu.au/schoolsonline/overview.do?schoolID=5650,https://acaraweb.azurewebsites.net/contact-us/acara-data-access,2026-02-20,-31.81527154,115.8011568,true,invalid,invalid_format
government,Newton Primary School,Spearwood,6163,,teachinwa@education.wa.edu.au,http://www.det.wa.edu.au/schoolsonline/home.do,http://www.det.wa.edu.au/schoolsonline/overview.do?schoolID=5651,https://acaraweb.azurewebsites.net/contact-us/acara-data-access,2026-02-20,-32.11211614,115.788985,true,valid,ok
government,Cassia Primary School,South Hedland,6722,,,https://cassiaps.wa.edu.au/contact/,http://cassiaps.wa.edu.au,https://acaraweb.azurewebsites.net/contact-us/acara-data-access,2026-02-20,-20.40944113,118.60808364,true,invalid,invalid_format
government,Dawson Park Primary School,Forrestfield,6058,,teachinwa@education.wa.edu.au,http://www.det.wa.edu.au/schoolsonline/home.do,http://www.det.wa.edu.au/schoolsonline/overview.do?schoolID=5653,https://acaraweb.azurewebsites.net/contact-us/acara-data-access,2026-02-20,-31.97850102,115.9998156,true,valid,ok
government,Illawarra Primary School,Ballajura,6066,,teachinwa@education.wa.edu.au,http://www.det.wa.edu.au/schoolsonline/home.do,http://www.det.wa.edu.au/schoolsonline/overview.do?schoolID=5654,https://acaraweb.azurewebsites.net/contact-us/acara-data-access,2026-02-20,-31.82850079,115.8817579,true,valid,ok
government,Glencoe Primary School,Halls Head,6210,,,http://www.det.wa.edu.au/schoolsonline/home.do,http://www.det.wa.edu.au/schoolsonline/overview.do?schoolID=5655,https://acaraweb.azurewebsites.net/contact-us/acara-data-access,2026-02-20,-32.54295533,115.7042702,true,invalid,invalid_format
government,Millars Well Primary School,Karratha,6714,,,http://www.det.wa.edu.au/schoolsonline/home.do,http://www.det.wa.edu.au/schoolsonline/overview.do?schoolID=5656,https://acaraweb.azurewebsites.net/contact-us/acara-data-access,2026-02-20,-20.74246428,116.817504,true,invalid,invalid_format
government,Edgewater Primary School,Edgewater,6027,,,http://www.det.wa.edu.au/schoolsonline/home.do,http://www.det.wa.edu.au/schoolsonline/overview.do?schoolID=5657,https://acaraweb.azurewebsites.net/contact-us/acara-data-access,2026-02-20,-31.76369135,115.7807709,true,invalid,invalid_format
government,Hawker Park Primary School,Warwick,6024,,,https://hawkerparkps.wa.edu.au/,https://hawkerparkps.wa.edu.au/,https://acaraweb.azurewebsites.net/contact-us/acara-data-access,2026-02-20,-31.839482,115.79683,true,invalid,invalid_format
government,Leeming Primary School,Leeming,6149,,teachinwa@education.wa.edu.au,http://www.det.wa.edu.au/schoolsonline/home.do,http://www.det.wa.edu.au/schoolsonline/overview.do?schoolID=5659,https://acaraweb.azurewebsites.net/contact-us/acara-data-access,2026-02-20,-32.07593281,115.8626533,true,valid,ok
government,North Mandurah Primary School,Mandurah,6210,,,http://www.det.wa.edu.au/schoolsonline/home.do,http://www.det.wa.edu.au/schoolsonline/overview.do?schoolID=5661,https://acaraweb.azurewebsites.net/contact-us/acara-data-access,2026-02-20,-32.51464,115.74139,true,invalid,invalid_format
government,Yangebup Primary School,Yangebup,6164,,,https://www.yangebupps.wa.edu.au/contact-us,https://www.yangebupps.wa.edu.au/,https://acaraweb.azurewebsites.net/contact-us/acara-data-access,2026-02-20,-32.11964067,115.8194362,true,invalid,invalid_format
government,Creaney Primary School,Kingsley,6026,,,https://www.creaneyps.wa.edu.au/contact,http://www.creaneyps.wa.edu.au,https://acaraweb.azurewebsites.net/contact-us/acara-data-access,2026-02-20,-31.80433498,115.787591,true,invalid,invalid_format
government,Rostrata Primary School,Willetton,6155,,,https://www.rostrataps.wa.edu.au/,https://www.rostrataps.wa.edu.au/,https://acaraweb.azurewebsites.net/contact-us/acara-data-access,2026-02-20,-32.05153,115.89837,true,invalid,invalid_format
government,Jungdranung Remote Community School,Glen Hill Station,6743,,,http://www.det.wa.edu.au/schoolsonline/home.do,http://www.det.wa.edu.au/schoolsonline/overview.do?schoolID=5670,https://acaraweb.azurewebsites.net/contact-us/acara-data-access,2026-02-20,-16.54344,128.36024,true,invalid,invalid_format
government,Looma Remote Community School,Looma,6728,,,http://www.det.wa.edu.au/schoolsonline/home.do,http://www.det.wa.edu.au/schoolsonline/overview.do?schoolID=5671,https://acaraweb.azurewebsites.net/contact-us/acara-data-access,2026-02-20,-18.04027,124.14764,true,invalid,invalid_format
government,Spearwood Alternative School,Spearwood,6163,,,https://spearwoodalternative.wa.edu.au/contact/,https://spearwoodalternative.wa.edu.au/,https://acaraweb.azurewebsites.net/contact-us/acara-data-access,2026-02-20,-32.10899,115.78319,true,invalid,invalid_format
government,Beldon Primary School,Beldon,6027,,,https://www.beldonps.wa.edu.au/page/2/Contact-Us,https://www.beldonps.wa.edu.au/,https://acaraweb.azurewebsites.net/contact-us/acara-data-access,2026-02-20,-31.7744297,115.757746,true,invalid,invalid_format
government,Ashburton Drive Primary School,Gosnells,6110,,,https://www.ashburtondriveps.wa.edu.au/contact/,http://www.ashburtondriveps.wa.edu.au,https://acaraweb.azurewebsites.net/contact-us/acara-data-access,2026-02-20,-32.08664,115.98477,true,invalid,invalid_format
government,Eddystone Primary School,Heathridge,6027,,,https://www.eddystoneps.wa.edu.au/,http://www.eddystoneps.wa.edu.au,https://acaraweb.azurewebsites.net/contact-us/acara-data-access,2026-02-20,-31.76639498,115.7689535,true,invalid,invalid_format
government,Halidon Primary School,Kingsley,6026,,teachinwa@education.wa.edu.au,http://www.det.wa.edu.au/schoolsonline/home.do,http://www.det.wa.edu.au/schoolsonline/overview.do?schoolID=5678,https://acaraweb.azurewebsites.net/contact-us/acara-data-access,2026-02-20,-31.8073904,115.8020355,true,valid,ok
government,Samson Primary School,Samson,6163,,,http://www.det.wa.edu.au/schoolsonline/home.do,http://www.det.wa.edu.au/schoolsonline/overview.do?schoolID=5679,https://acaraweb.azurewebsites.net/contact-us/acara-data-access,2026-02-20,-32.07260149,115.802645,true,invalid,invalid_format
government,South Lake Primary School,South Lake,6164,,,http://southlakeps.wa.edu.au/contact-us/,http://www.southlakeps.wa.edu.au,https://acaraweb.azurewebsites.net/contact-us/acara-data-access,2026-02-20,-32.10545816,115.8348378,true,invalid,invalid_format
government,East Waikiki Primary School,Cooloongup,6168,,,http://www.det.wa.edu.au/schoolsonline/home.do,http://www.det.wa.edu.au/schoolsonline/overview.do?schoolID=5681,https://acaraweb.azurewebsites.net/contact-us/acara-data-access,2026-02-20,-32.30420329,115.7609049,true,invalid,invalid_format
government,West Leeming Primary School,Leeming,6149,,teachinwa@education.wa.edu.au,http://www.det.wa.edu.au/schoolsonline/home.do,http://www.det.wa.edu.au/schoolsonline/overview.do?schoolID=5682,https://acaraweb.azurewebsites.net/contact-us/acara-data-access,2026-02-20,-32.07055499,115.8554945,true,valid,ok
government,Mullaloo Beach Primary School,Mullaloo,6027,,,http://www.det.wa.edu.au/schoolsonline/home.do,http://www.det.wa.edu.au/schoolsonline/overview.do?schoolID=5683,https://acaraweb.azurewebsites.net/contact-us/acara-data-access,2026-02-20,-31.77605311,115.7366142,true,invalid,invalid_format
government,Poseidon Primary School,Heathridge,6027,,,http://www.poseidon.wa.edu.au,http://www.poseidon.wa.edu.au,https://acaraweb.azurewebsites.net/contact-us/acara-data-access,2026-02-20,-31.76086988,115.7519365,true,invalid,invalid_format
government,Bibra Lake Primary School,Bibra Lake,6163,,,https://bibralakeps.wa.edu.au/contact-us/,http://bibralakeps.wa.edu.au/,https://acaraweb.azurewebsites.net/contact-us/acara-data-access,2026-02-20,-32.09406,115.83978,true,invalid,invalid_format
government,Marangaroo Primary School,Marangaroo,6064,,,http://www.det.wa.edu.au/schoolsonline/home.do,http://www.det.wa.edu.au/schoolsonline/overview.do?schoolID=5687,https://acaraweb.azurewebsites.net/contact-us/acara-data-access,2026-02-20,-31.82871055,115.8271595,true,invalid,invalid_format
government,Forest Crescent Primary School,Thornlie,6108,,teachinwa@education.wa.edu.au,http://www.det.wa.edu.au/schoolsonline/home.do,http://www.det.wa.edu.au/schoolsonline/overview.do?schoolID=5688,https://acaraweb.azurewebsites.net/contact-us/acara-data-access,2026-02-20,-32.07671,115.94943,true,valid,ok
government,Woodvale Primary School,Woodvale,6026,,,https://www.woodvaleps.wa.edu.au/,http://woodvaleps.wa.edu.au/,https://acaraweb.azurewebsites.net/contact-us/acara-data-access,2026-02-20,-31.79416669,115.7941867,true,invalid,invalid_format
government,Tambrey Primary School,Karratha,6714,,,http://www.det.wa.edu.au/schoolsonline/home.do,http://www.det.wa.edu.au/schoolsonline/overview.do?schoolID=5690,https://acaraweb.azurewebsites.net/contact-us/acara-data-access,2026-02-20,-20.74226,116.80089,true,invalid,invalid_format
government,Dawul Remote Community School,Kununurra,6743,,,http://www.det.wa.edu.au/schoolsonline/home.do,http://www.det.wa.edu.au/schoolsonline/overview.do?schoolID=5691,https://acaraweb.azurewebsites.net/contact-us/acara-data-access,2026-02-20,-16.30611,128.24698,true,invalid,invalid_format
government,Clifton Park Primary School,Clifton Park,6233,,teachinwa@education.wa.edu.au,http://www.det.wa.edu.au/schoolsonline/home.do,http://www.det.wa.edu.au/schoolsonline/overview.do?schoolID=5692,https://acaraweb.azurewebsites.net/contact-us/acara-data-access,2026-02-20,-33.30862188,115.711309,true,valid,ok
government,Alinjarra Primary School,Alexander Heights,6064,,,http://www.det.wa.edu.au/schoolsonline/home.do,http://www.det.wa.edu.au/schoolsonline/overview.do?schoolID=5693,https://acaraweb.azurewebsites.net/contact-us/acara-data-access,2026-02-20,-31.82933427,115.8700912,true,invalid,invalid_format
government,Dryandra Primary School,Mirrabooka,6061,,,http://www.det.wa.edu.au/schoolsonline/home.do,http://www.det.wa.edu.au/schoolsonline/overview.do?schoolID=5694,https://acaraweb.azurewebsites.net/contact-us/acara-data-access,2026-02-20,-31.85461241,115.8628694,true,invalid,invalid_format
government,Ocean Reef Primary School,Ocean Reef,6027,,,http://www.det.wa.edu.au/schoolsonline/home.do,http://www.det.wa.edu.au/schoolsonline/overview.do?schoolID=5695,https://acaraweb.azurewebsites.net/contact-us/acara-data-access,2026-02-20,-31.76557434,115.7388262,true,invalid,invalid_format
government,Beechboro Primary School,Beechboro,6063,,beechborops@education.wa.edu.au,http://www.det.wa.edu.au/schoolsonline/home.do,http://www.det.wa.edu.au/schoolsonline/overview.do?schoolID=5696,https://acaraweb.azurewebsites.net/contact-us/acara-data-access,2026-02-20,-31.86861,115.93597,true,valid,ok
government,Edney Primary School,High Wycombe,6057,,,http://www.det.wa.edu.au/schoolsonline/home.do,http://www.det.wa.edu.au/schoolsonline/overview.do?schoolID=5699,https://acaraweb.azurewebsites.net/contact-us/acara-data-access,2026-02-20,-31.94738948,116.0070374,true,invalid,invalid_format
government,South Padbury Primary School,Padbury,6025,,,https://southpadburyprimaryschool.wa.edu.au/,http://southpadburyprimaryschool.wa.edu.au/,https://acaraweb.azurewebsites.net/contact-us/acara-data-access,2026-02-20,-31.81150343,115.7638739,true,invalid,invalid_format
government,Banksia Park Primary School,Leeming,6149,,,https://banksiaparkps.wa.edu.au/contact-us/,https://banksiaparkps.wa.edu.au/,https://acaraweb.azurewebsites.net/contact-us/acara-data-access,2026-02-20,-32.0717,115.875,true,invalid,invalid_format
government,Ballajura Primary School,Ballajura,6066,,teachinwa@education.wa.edu.au,http://www.det.wa.edu.au/schoolsonline/home.do,http://www.det.wa.edu.au/schoolsonline/overview.do?schoolID=5702,https://acaraweb.azurewebsites.net/contact-us/acara-data-access,2026-02-20,-31.83524751,115.8921925,true,valid,ok
government,Dalmain Primary School,Kingsley,6026,,,http://www.det.wa.edu.au/schoolsonline/home.do,http://www.det.wa.edu.au/schoolsonline/overview.do?schoolID=5703,https://acaraweb.azurewebsites.net/contact-us/acara-data-access,2026-02-20,-31.81405726,115.7914801,true,invalid,invalid_format
government,Cable Beach Primary School,Broome,6725,,,http://www.det.wa.edu.au/schoolsonline/home.do,http://www.det.wa.edu.au/schoolsonline/overview.do?schoolID=5705,https://acaraweb.azurewebsites.net/contact-us/acara-data-access,2026-02-20,-17.95833545,122.2160185,true,invalid,invalid_format
government,Falcon Primary School,Wannanup,6210,,,http://www.det.wa.edu.au/schoolsonline/home.do,http://www.det.wa.edu.au/schoolsonline/overview.do?schoolID=5706,https://acaraweb.azurewebsites.net/contact-us/acara-data-access,2026-02-20,-32.59241,115.64403,true,invalid,invalid_format
government,North Woodvale Primary School,Woodvale,6026,,,http://www.det.wa.edu.au/schoolsonline/home.do,http://www.det.wa.edu.au/schoolsonline/overview.do?schoolID=5707,https://acaraweb.azurewebsites.net/contact-us/acara-data-access,2026-02-20,-31.78422596,115.7885598,true,invalid,invalid_format
government,Greenfields Primary School,Greenfields,6210,,,http://www.det.wa.edu.au/schoolsonline/home.do,http://www.det.wa.edu.au/schoolsonline/overview.do?schoolID=5708,https://acaraweb.azurewebsites.net/contact-us/acara-data-access,2026-02-20,-32.533788,115.7503811,true,invalid,invalid_format
government,Winthrop Primary School,Winthrop,6150,,,http://www.det.wa.edu.au/schoolsonline/home.do,http://www.det.wa.edu.au/schoolsonline/overview.do?schoolID=5709,https://acaraweb.azurewebsites.net/contact-us/acara-data-access,2026-02-20,-32.05477321,115.83382,true,invalid,invalid_format
government,Williams Primary School,Williams,6391,,,http://www.det.wa.edu.au/schoolsonline/home.do,http://www.det.wa.edu.au/schoolsonline/overview.do?schoolID=5710,https://acaraweb.azurewebsites.net/contact-us/acara-data-access,2026-02-20,-33.02305556,116.8819444,true,invalid,invalid_format
government,Wundowie Primary School,Wundowie,6560,,teachinwa@education.wa.edu.au,http://www.det.wa.edu.au/schoolsonline/home.do,http://www.det.wa.edu.au/schoolsonline/overview.do?schoolID=5711,https://acaraweb.azurewebsites.net/contact-us/acara-data-access,2026-02-20,-31.76155213,116.3828956,true,valid,ok
government,Broome Primary School,Broome,6725,,teachinwa@education.wa.edu.au,http://www.det.wa.edu.au/schoolsonline/home.do,http://www.det.wa.edu.au/schoolsonline/overview.do?schoolID=5712,https://acaraweb.azurewebsites.net/contact-us/acara-data-access,2026-02-20,-17.9604387,122.238288,true,valid,ok
government,Goomalling Primary School,Goomalling,6460,,teachinwa@education.wa.edu.au,http://www.det.wa.edu.au/schoolsonline/home.do,http://www.det.wa.edu.au/schoolsonline/overview.do?schoolID=5713,https://acaraweb.azurewebsites.net/contact-us/acara-data-access,2026-02-20,-31.30549727,116.8298515,true,valid,ok
government,Wananami Remote Community School,Derby,6728,,,http://www.det.wa.edu.au/schoolsonline/home.do,http://www.det.wa.edu.au/schoolsonline/overview.do?schoolID=5714,https://acaraweb.azurewebsites.net/contact-us/acara-data-access,2026-02-20,-16.71799,125.9307,true,invalid,invalid_format
government,Burringurrah Remote Community School,Mount James,6642,,teachinwa@education.wa.edu.au,http://www.det.wa.edu.au/schoolsonline/home.do,http://www.det.wa.edu.au/schoolsonline/overview.do?schoolID=5715,https://acaraweb.azurewebsites.net/contact-us/acara-data-access,2026-02-20,-24.6504,116.93307,true,valid,ok
government,Connolly Primary School,Connolly,6027,,rachael.terry-short@education.wa.edu.au,https://connollyps.wa.edu.au/about/staff-contacts/,http://www.connollyps.wa.edu.au,https://acaraweb.azurewebsites.net/contact-us/acara-data-access,2026-02-20,-31.751629,115.749804,true,valid,ok
government,Boyare Primary School,Mirrabooka,6061,,,http://www.det.wa.edu.au/schoolsonline/home.do,http://www.det.wa.edu.au/schoolsonline/overview.do?schoolID=5718,https://acaraweb.azurewebsites.net/contact-us/acara-data-access,2026-02-20,-31.85792,115.87308,true,invalid,invalid_format
